Kanda,Sarga,Sentence,Sentence Start,Sentence End
1,2,तावदूर्ध्वमधश्च त्वं मल्लोकेषु निवत्स्यसि ॥ ३७ ॥,348.5,353.04
1,2,इत्युक्त्वा भगवान् ब्रह्मा तत्रैवान्तरधीयत ।,353.04,357.28
1,2,ततः सशिष्यो वाल्मीकिर्मुनिर्विस्मयमाययौ ॥ ३८ ॥,357.28,361.96
1,2,तस्य शिष्यास्ततः सर्वे जगुः श्लोकमिमं पुनः ।,361.96,366.9
1,2,मुहुर्मुहुः प्रीयमाणाः प्राहुश्च भृशविस्मिताः ॥ ३९ ॥,366.9,371.52
1,2,समाक्षरैश्चतुर्भिर्यः पादैर्गीतो महर्षिणा ।,371.52,376.52
1,2,सोऽनुव्याहरणाद्भूयः श्लोकः श्लोकत्वमागतः ॥ ४० ॥,376.52,380.34
1,2,तस्य बुद्धिरियं जाता वाल्मीकेर्भावितात्मनः ।,380.34,386.9
1,2,कृत्स्नं रामायणं काव्यमीदृशैः करवाण्यहम् ॥ ४१ ॥,386.9,390.94
1,2,उदारवृत्तार्थपदैर्मनोरमैस्ततः स रामस्य चकार कीर्तिमान् ।,390.94,398.54
1,2,समाक्षरैः श्लोकशतैर्यशस्विनो यशस्करं काव्यमुदारधीर्मुनिः ॥ ४२ ॥,398.54,413.66
1,2,तदुपगतसमाससन्धियोगं सममधुरोपनतार्थवाक्यबद्धम् ।,413.66,420.14
1,2,रघुवरचरितं मुनिप्रणीतं दशशिरसश्च वधं निशामयध्वम् ॥ ४३ ॥,420.14,433.04
1,3,श्रुत्वा वस्तु समग्रं तद्धर्मात्मा धर्मसंहितम् ।,0.0,10.14
1,3,व्यक्तमन्वेषते भूयो यद्वृत्तं तस्य धीमतः ॥ १ ॥,10.14,17.34
1,3,उपस्पृश्योदकं सम्यङ्मुनिः स्थित्वा कृताञ्जलिः ।,17.34,22.38
1,3,प्राचीनाग्रेषु दर्भेषु धर्मेणान्वेषत गतिम् ॥ २ ॥,22.38,28.2
1,3,रामलक्ष्मणसीताभी राज्ञा दशरथेन च ।,28.2,34.12
1,3,सभार्येण सराष्ट्रेण यत् प्राप्तं तत्र तत्त्वतः ॥ ३ ॥,34.12,39.98
1,3,हसितं भाषितं चैवं गतिर्या यच्च चेष्टितम् ।,39.98,44.9
1,3,तत्सर्वं धर्मवीर्येण यथावत् सम्प्रपश्यति ॥ ४ ॥,44.9,49.96
1,3,स्त्रीतृतीयेन च तथा यत्प्राप्तं चरता वने ।,49.96,55.06
1,3,सत्यसन्धेन रामेण तत्सर्वं चान्ववेक्षितम् ॥ ५ ॥,55.06,59.18
1,3,ततः पश्यति धर्मात्मा तत्सर्वं योगमास्थितः ।,59.18,64.64
1,3,पुरा यत्तत्र निर्वृत्तं पाणावामलकं यथा ॥ ६ ॥,64.64,71.16
1,3,तत्सर्वं तत्त्वतो दृष्ट्वा धर्मेण स महाद्युतिः ।,71.16,76.16
1,3,अभिरामस्य रामस्य चरितं कर्त्तुमुद्यतः ॥ ७ ॥,76.16,79.86
1,3,कामार्थगुणसंयुक्तं धर्मार्थगुणविस्तरम् ।,79.86,86.1
1,3,समुद्रमिव रत्नाढ्यं सर्वश्रुतिमनोहरम् ॥ ८ ॥,86.1,90.36
1,3,स यथा कथितं पूर्वं नारदेन महर्षिणा ।,90.36,95.82
1,3,रघुवंशस्य चरितं चकार भगवानृषिः ॥ ९ ॥,95.82,102.84
1,3,जन्म रामस्य सुमहद्वीर्यं सर्वानुकूलताम् ।,102.84,109.3
1,3,लोकस्य प्रियतां क्षान्तिं सौम्यतां सत्यशीलताम् ॥ १० ॥,109.3,117.7
1,3,जानक्याश्च विवाहं च धनुषश्च विभेदनम् ।,117.7,122.1
1,3,रामरामविवादं च गुणान् दाशरथेस्तथा ॥ ११ ॥,122.1,127.54
1,3,तथाभिषेकं रामस्य कैकेय्या दुष्टभावताम् ।,127.54,132.96
1,3,विघातं चाभिषेकस्य रामस्य च विवासनम् ॥ १२ ॥,132.96,136.62
1,3,राज्ञः शोकविलापं च परलोकस्य चाश्रयम् ।,136.62,142.2
1,3,प्रकृतीनां विषादं च प्रकृतीनां विसर्जनम् ॥ १३ ॥,142.2,146.72
1,3,निषादाधिपसंवादं सूतोपावर्तनं तथा ।,146.72,152.52
1,3,गङ्गायाश्चापि सन्तारं भरद्वाजस्य दर्शनम् ॥ १४ ॥,152.52,157.58
1,3,भरद्वाजाभ्यनुज्ञानाच्चित्रकूटस्य दर्शनम् ।,157.58,162.38
1,3,वास्तुकर्म विवेशं च भरतागमनं तथा ॥ १५ ॥,162.38,167.06
1,3,प्रसादनं च रामस्य पितुश्च सलिलक्रियाम् ।,167.06,171.18
1,3,पादुकाग्र्याभिषेकं च नन्दिग्रामनिवासनम् ॥ १६ ॥,171.18,175.86
1,3,दण्डकारण्यगमनं विराधस्य वधं तथा ।,175.86,180.94
1,3,दर्शनं शरभङ्गस्य सुतीक्ष्णेनाभिसङ्गमम् ॥ १७ ॥,180.94,185.58
1,3,अनसूयासहास्यामप्यङ्गरागस्य चार्पणम् ।,185.58,190.54
1,3,अगस्त्यदर्शनं चैव शूर्पणख्याश्च दर्शनम् ॥ १८ ॥,190.54,195.14
1,3,शूर्पणख्याश्च संवादं विरूपकरणं तथा ।,195.14,199.96
1,3,वधं खरत्रिशिरसोरुत्थानं रावणस्य च ॥ १९ ॥,199.96,204.48
1,3,मारीचस्य वधं चैव वैदेह्या हरणं तथा ।,204.48,209.44
1,3,राघवस्य विलापं च गृध्रराजनिबर्हणम् ॥ २० ॥,209.44,213.34
1,3,कबन्धदर्शनं चैव पम्पायाश्चापि दर्शनम् ।,213.34,217.7
1,3,शबरीदर्शनं चैव फलमूलाशनं तथा ॥ २१ ॥,217.7,219.76
1,3,प्रलापं चैव पम्पायां हनुमद्दर्शनं तथा ।,219.76,222.84
1,3,विलापं चैव पम्पायां राघवस्य महात्मनः ॥ २२ ॥,222.84,227.86
