Kanda,Varga,Sentence,Sentence Start,Sentence End
1,4,घस्रोदिनाहनिवातुक्लीबेदिवसवासरौ।,18.040,22.960
1,4,प्रत्यूषोऽहर्मुखंकल्यमुषःप्रत्युषसीअपि॥१.४.२॥,22.960,30.680
1,4,व्युष्टंविभातंद्वेक्लीबेपुंसिगोसर्गइष्यते।,30.680,37.700
1,4,प्रभातंचदिनान्तेतुसायंसन्ध्यापितृप्रसूः॥१.४.३॥,37.700,44.040
1,4,प्राह्णापराह्णमध्याह्नास्त्रिसन्ध्यमथशर्वरी।,44.040,52.020
1,4,निशानिशीथिनीरात्रिस्त्रियामाक्षणदाक्षपा॥१.४.४॥,52.020,59.000
1,4,विभावरीतमस्विन्यौरजनीयामिनीतमी।,59.000,64.300
1,4,तमिस्रातामसीरात्रिर्ज्यौत्स्नीचन्द्रिकयान्विता॥१.४.५॥,64.300,72.680
1,4,आगामिवर्तमानाहर्युक्तायांनिशिपक्षिणी।,72.680,79.320
1,4,गणरात्रंनिशाबह्व्यःप्रदोषोरजनीमुखम्॥१.४.६॥,79.320,85.240
1,4,अर्धरात्रनिशीथौद्वौद्वौयामप्रहरौसमौ।,85.240,92.580
1,4,सपर्वसन्धिःप्रतिपत्पञ्चदश्योर्यदन्तरम्॥१.४.७॥,92.580,99.160
1,4,पक्षान्तौपञ्चदश्यौद्वेपौर्णमासीतुपूर्णिमा।,99.160,106.920
1,4,कलाहीनेसानुमतिःपूर्णेराकानिशाकरे॥१.४.८॥,106.920,113.040
1,4,अमावास्यात्वमावस्यादर्शःसूर्येन्दुसङ्गमः।,113.040,120.720
1,4,सादृष्टेन्दुःसिनीवालीसानष्टेन्दुकलाकुहूः॥१.४.९॥,120.720,126.640
1,4,उपरागोग्रहोराहुग्रस्तेत्विन्दौचपूष्णिच।,126.640,134.580
1,4,सोपप्लवोपरक्तौद्वावग्न्युत्पातउपाहितः॥१.४.१०॥,134.580,141.760
1,4,एकयोक्त्यापुष्पवन्तौदिवाकरनिशाकरौ।,141.760,146.980
1,4,अष्टादशनिमेषास्तुकाष्ठात्रिंशत्तुताःकला॥१.४.११॥,146.980,156.040
1,4,तास्तुत्रिंशत्क्षणस्तेतुमुहूर्तोद्वादशास्त्रियाम्।,156.040,162.520
1,4,तेतुत्रिंशदहोरात्रःपक्षस्तेदशपञ्चच॥१.४.१२॥,162.520,167.680
1,4,पक्षौपूर्वापरौशुक्लकृष्णौमासस्तुतावुभौ।,167.680,175.540
1,4,द्वौद्वौमार्गादिमासौस्यादृतुस्तैरयनंत्रिभिः॥१.४.१३॥,175.540,182.560
1,4,अयनेद्वेगतिरुदग्दक्षिणार्कस्यवत्सरः।,182.560,188.760
1,4,समरात्रिन्दिवेकालेविषुवद्विषुवंचतत्॥१.४.१४॥,188.760,194.200
1,4,पुष्पयुक्तापौर्णमासीपौषीमासेतुयत्रसा।,194.200,201.500
1,4,नाम्नासपौषोमाघाद्याश्चैवमेकादशापरे॥१.४.१५॥,201.500,208.800
1,4,मार्गशीर्षेसहामार्गआग्रहायणिकश्चसः।,208.800,215.420
1,4,पौषेतैषसहस्यौद्वौतपामाघेऽथफाल्गुने॥१.४.१६॥,215.420,222.520
1,4,स्यात्तपस्यःफाल्गुनिकःस्याच्चैत्रेचैत्रिकोमधुः।,222.520,229.580
1,4,वैशाखेमाधवोराधोज्येष्ठेशुक्रःशुचिस्त्वयम्॥१.४.१७॥,229.580,237.800
1,4,आषाढेश्रावणेतुस्यान्नभाःश्रावणिकश्चसः।,237.800,244.740
1,4,स्युर्नभस्यप्रौष्ठपदभाद्रभाद्रपदाःसमाः॥१.४.१८॥,244.740,251.120
1,4,स्यादाश्विनइषोऽप्याश्वयुजोऽपिस्यात्तुकार्तिके।,251.120,257.820
1,4,बाहुलोर्जौकार्तिकिकोहेमन्तःशिशिरोऽस्त्रियाम्॥१.४.१९॥,257.820,264.280
1,4,वसन्तेपुष्पसमयःसुरभिर्ग्रीष्मऊष्मकः।,264.280,272.040
1,4,निदाघउष्णोपगमउष्णऊष्मागमस्तपः॥१.४.२०॥,272.040,277.400
1,4,स्त्रियांप्रावृट्स्त्रियांभूम्निवर्षाअथशरत्स्त्रियाम्।,277.400,284.160
1,4,षडमीऋतवःपुंसिमार्गादीनांयुगैःक्रमात्॥१.४.२१॥,284.160,291.040
1,4,संवत्सरोवत्सरोऽब्दोहायनोऽस्त्रीशरत्समाः।,291.040,297.740
1,4,मासेनस्यादहोरात्रःपैत्रोवर्षेणदैवतः॥१.४.२२॥,297.740,304.680
1,4,दैवेयुगसहस्रेद्वेब्राह्मःकल्पौतुतौनृणाम्।,304.680,311.460
1,4,मन्वन्तरंतुदिव्यानांयुगानामेकसप्ततिः॥१.४.२३॥,311.460,317.400
1,4,संवर्तःप्रलयःकल्पःक्षयःकल्पान्तइत्यपि।,317.400,323.580
1,4,अस्त्रीपङ्कःपुमान्पाप्मापापंकिल्बिषकल्मषम्॥१.४.२४॥,323.580,330.000
1,4,कलुषंवृजिनैनोऽघमंहोदुरितदुष्कृतम्।,330.000,336.340
1,4,स्याद्धर्ममस्त्रियांपुण्यश्रेयसीसुकृतंवृषः॥१.४.२५॥,336.340,342.600
1,4,मुत्प्रीतिःप्रमदोहर्षःप्रमोदामोदसम्मदाः।,342.600,349.180
1,4,स्यादानन्दथुरानन्दःशर्मशातसुखानिच॥१.४.२६॥,349.180,354.560
1,4,श्वःश्रेयसंशिवंभद्रंकल्याणंमङ्गलंशुभम्।,354.560,362.020
1,4,भावुकंभविकंभव्यंकुशलंक्षेममस्त्रियाम्॥१.४.२७॥,362.020,368.080
1,4,शस्तंचाथत्रिषुद्रव्येपापंपुण्यंसुखादिच।,368.080,373.700
1,4,मतल्लिकामचर्चिकाप्रकाण्डमुद्धतल्लजौ॥१.४.२८॥,373.700,380.520
